idaluno,idturma,motivoinativacao,nomedisciplina,notafase,nomefase,idfasenota,numerofase,idade,corraca,sexo,datasituacaoativo,datasituacaoinativo,datahoraefetivacaomatricula,diasmatriculado,inativo
180,199,,INGLÊS,4.5,MÉDIA DIAGNÓSTICA,259,5,18.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
105,202,,MATEMÁTICA,7.5,MÉDIA ANUAL,258,6,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
205,170,,MATEMÁTICA,2.0,MÉDIA ANUAL,240,6,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
356,193,,PORTUGUÊS,8.0,MÉDIA ANUAL,246,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
272,194,,INGLÊS,0.0,1º SEMESTRE,243,2,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:41:00,160.0,False
252,201,,MATEMÁTICA,9.0,2º SEMESTRE,256,3,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
96,208,,INGLÊS,10.0,DIAGNOSTICA 2,263,4,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
136,255,,PORTUGUÊS,6.0,DIAGNOSTICA 1,254,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
100,202,,MATEMÁTICA,6.0,DIAGNOSTICA 2,257,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
92,270,,INGLÊS,7.5,DIAGNOSTICA 2,275,4,20.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
232,256,,PORTUGUÊS,8.0,MÉDIA DIAGNÓSTICA,247,5,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
166,211,,INGLÊS,0.0,2º SEMESTRE,268,3,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
249,203,,INGLÊS,6.5,2º SEMESTRE,250,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
226,181,,MATEMÁTICA,0.0,MÉDIA DIAGNÓSTICA,241,5,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
204,303,,INGLÊS,7.0,2º SEMESTRE,280,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
163,205,,INGLÊS,9.0,MÉDIA ANUAL,252,6,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
136,255,,INGLÊS,6.0,1º SEMESTRE,255,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
145,303,,INGLÊS,7.0,MÉDIA ANUAL,282,6,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
172,203,,INGLÊS,5.0,2º SEMESTRE,250,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
208,187,,INGLÊS,0.0,DIAGNOSTICA 1,242,1,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
253,188,,MATEMÁTICA,4.5,1º SEMESTRE,243,2,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
207,185,,PORTUGUÊS,2.0,DIAGNOSTICA 1,242,1,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
113,208,,PORTUGUÊS,1.0,DIAGNOSTICA 1,260,1,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
147,249,,PORTUGUÊS,7.0,1º SEMESTRE,249,2,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
272,194,,INGLÊS,2.0,MÉDIA DIAGNÓSTICA,247,5,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:41:00,160.0,False
272,194,,MATEMÁTICA,6.0,MÉDIA ANUAL,246,6,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:41:00,160.0,False
131,278,,INGLÊS,7.0,2º SEMESTRE,280,3,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
209,256,,MATEMÁTICA,4.5,2º SEMESTRE,244,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-05-27 00:00:00,218.0,False
253,274,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,283,5,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
358,159,,MATEMÁTICA,7.5,MÉDIA DIAGNÓSTICA,235,5,11.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
270,281,,INGLÊS,0.0,1º SEMESTRE,279,2,16.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 18:38:00,160.0,False
92,270,,INGLÊS,1.5,MÉDIA ANUAL,276,6,20.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
252,201,,PORTUGUÊS,6.0,MÉDIA DIAGNÓSTICA,259,5,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
149,249,,PORTUGUÊS,7.0,MÉDIA DIAGNÓSTICA,253,5,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
109,208,,MATEMÁTICA,10.0,2º SEMESTRE,262,3,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
288,174,,PORTUGUÊS,7.0,2º SEMESTRE,238,3,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 10:54:00,346.0,False
151,201,,INGLÊS,10.0,MÉDIA ANUAL,258,6,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-02 00:00:00,304.0,False
332,190,,PORTUGUÊS,2.0,1º SEMESTRE,243,2,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
296,415,,PORTUGUÊS,7.0,DIAGNOSTICA 1,236,1,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
251,234,,INGLÊS,2.5,DIAGNOSTICA 1,278,1,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
297,291,,INGLÊS,9.0,MÉDIA ANUAL,282,6,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
363,170,,MATEMÁTICA,2.0,MÉDIA DIAGNÓSTICA,241,5,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 12:13:00,160.0,False
181,203,,PORTUGUÊS,5.0,1º SEMESTRE,249,2,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
179,266,,MATEMÁTICA,5.0,2º SEMESTRE,250,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-08 00:00:00,326.0,False
91,200,,PORTUGUÊS,4.5,2º SEMESTRE,256,3,18.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
358,159,,MATEMÁTICA,9.5,DIAGNOSTICA 2,233,4,11.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
271,186,,MATEMÁTICA,4.5,2º SEMESTRE,244,3,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
142,207,,INGLÊS,9.5,1º SEMESTRE,249,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
196,169,,PORTUGUÊS,7.5,1º SEMESTRE,237,2,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
260,205,,PORTUGUÊS,5.5,MÉDIA DIAGNÓSTICA,253,5,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-04-28 00:00:00,247.0,False
303,419,,PORTUGUÊS,5.0,1º SEMESTRE,243,2,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
142,207,,MATEMÁTICA,5.5,MÉDIA ANUAL,252,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
154,409,,PORTUGUÊS,4.5,MÉDIA DIAGNÓSTICA,259,5,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
316,247,,MATEMÁTICA,4.0,MÉDIA ANUAL,240,6,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
122,208,,INGLÊS,8.5,MÉDIA ANUAL,264,6,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
333,274,,INGLÊS,1.5,2º SEMESTRE,280,3,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
186,185,,MATEMÁTICA,5.5,MÉDIA DIAGNÓSTICA,247,5,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
105,300,,INGLÊS,9.0,2º SEMESTRE,280,3,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
123,201,,PORTUGUÊS,5.0,MÉDIA DIAGNÓSTICA,259,5,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
145,202,,INGLÊS,4.0,DIAGNOSTICA 1,254,1,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
303,295,,INGLÊS,9.0,DIAGNOSTICA 2,281,4,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-26 00:00:00,308.0,False
148,286,,INGLÊS,0.0,2º SEMESTRE,280,3,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-04-05 00:00:00,270.0,False
131,210,,INGLÊS,5.5,1º SEMESTRE,267,2,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
169,199,,INGLÊS,10.0,MÉDIA ANUAL,258,6,17.0,A,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
98,202,Outras prioridades/trabalho,PORTUGUÊS,2.0,DIAGNOSTICA 1,254,1,18.0,R,M,2022-01-01 00:00:00,2022-07-29 00:00:00,2022-01-20 00:00:00,190.0,True
251,255,,INGLÊS,3.5,MÉDIA DIAGNÓSTICA,259,5,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
139,234,,INGLÊS,0.0,DIAGNOSTICA 2,281,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
320,247,,MATEMÁTICA,5.0,DIAGNOSTICA 2,239,4,13.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
310,194,,PORTUGUÊS,7.0,DIAGNOSTICA 2,245,4,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
3,210,,MATEMÁTICA,6.0,DIAGNOSTICA 2,269,4,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
235,415,,PORTUGUÊS,4.0,1º SEMESTRE,237,2,13.0,R,F,2022-03-24 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
230,180,,MATEMÁTICA,1.5,MÉDIA ANUAL,240,6,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
280,242,,MATEMÁTICA,0.0,DIAGNOSTICA 1,242,1,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
163,205,,PORTUGUÊS,6.0,DIAGNOSTICA 1,248,1,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
360,159,,PORTUGUÊS,5.0,DIAGNOSTICA 2,233,4,12.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
93,286,,INGLÊS,10.0,1º SEMESTRE,279,2,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-04-05 00:00:00,270.0,False
158,201,,PORTUGUÊS,0.0,MÉDIA DIAGNÓSTICA,259,5,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
340,177,,PORTUGUÊS,6.5,MÉDIA ANUAL,240,6,16.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
202,186,,INGLÊS,4.0,1º SEMESTRE,243,2,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
177,409,Falta de retorno as nossas tentativas de contato,MATEMÁTICA,0.0,1º SEMESTRE,255,2,16.0,B,F,2022-01-01 00:00:00,2022-07-29 00:00:00,2022-05-06 00:00:00,84.0,True
283,190,,MATEMÁTICA,4.0,MÉDIA DIAGNÓSTICA,247,5,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
181,203,,MATEMÁTICA,4.0,MÉDIA ANUAL,252,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
146,234,,INGLÊS,6.0,MÉDIA ANUAL,282,6,19.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
104,199,,MATEMÁTICA,8.0,DIAGNOSTICA 2,257,4,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
204,185,,MATEMÁTICA,5.0,DIAGNOSTICA 1,242,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
324,188,,INGLÊS,4.5,DIAGNOSTICA 1,242,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
252,201,,PORTUGUÊS,6.0,DIAGNOSTICA 1,254,1,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
121,255,,INGLÊS,3.0,MÉDIA DIAGNÓSTICA,259,5,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
133,201,,INGLÊS,9.0,MÉDIA ANUAL,258,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
257,416,,MATEMÁTICA,6.0,DIAGNOSTICA 2,245,4,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
249,203,,MATEMÁTICA,9.0,DIAGNOSTICA 2,251,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
100,425,,INGLÊS,8.5,2º SEMESTRE,280,3,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
233,256,,PORTUGUÊS,7.0,DIAGNOSTICA 1,242,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
293,177,,MATEMÁTICA,5.0,DIAGNOSTICA 1,236,1,13.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
303,419,,MATEMÁTICA,5.0,MÉDIA DIAGNÓSTICA,247,5,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
207,185,,PORTUGUÊS,5.0,DIAGNOSTICA 2,245,4,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
209,256,,PORTUGUÊS,7.0,MÉDIA ANUAL,246,6,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-05-27 00:00:00,218.0,False
191,247,,MATEMÁTICA,4.5,MÉDIA DIAGNÓSTICA,241,5,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
142,234,,INGLÊS,6.0,MÉDIA DIAGNÓSTICA,283,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
266,181,,PORTUGUÊS,9.0,DIAGNOSTICA 2,239,4,16.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
265,179,Falta de retorno as nossas tentativas de contato,MATEMÁTICA,2.0,1º SEMESTRE,237,2,16.0,B,F,2022-01-01 00:00:00,2022-10-04 16:25:00,2022-01-21 00:00:00,256.0,True
101,278,,INGLÊS,5.5,DIAGNOSTICA 1,278,1,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
95,409,,MATEMÁTICA,0.0,DIAGNOSTICA 1,254,1,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 15:04:00,160.0,False
139,201,,INGLÊS,4.5,DIAGNOSTICA 1,254,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
309,189,,MATEMÁTICA,6.5,MÉDIA DIAGNÓSTICA,247,5,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
263,277,,INGLÊS,0.0,DIAGNOSTICA 1,278,1,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-26 00:00:00,308.0,False
180,199,,PORTUGUÊS,8.0,2º SEMESTRE,256,3,18.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
172,203,,PORTUGUÊS,5.0,2º SEMESTRE,250,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
322,190,,PORTUGUÊS,4.5,MÉDIA ANUAL,246,6,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
240,194,,MATEMÁTICA,2.0,1º SEMESTRE,243,2,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:39:00,160.0,False
222,273,,INGLÊS,4.5,DIAGNOSTICA 2,281,4,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
337,276,,INGLÊS,8.0,1º SEMESTRE,279,2,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
243,199,,MATEMÁTICA,9.0,MÉDIA ANUAL,258,6,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
324,188,,INGLÊS,6.0,PROGRESSÃO,324,7,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
209,277,,INGLÊS,0.0,DIAGNOSTICA 1,278,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-05-27 00:00:00,218.0,False
309,291,,INGLÊS,5.5,MÉDIA DIAGNÓSTICA,283,5,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
148,286,,INGLÊS,0.0,DIAGNOSTICA 1,278,1,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-04-05 00:00:00,270.0,False
96,208,,MATEMÁTICA,6.5,MÉDIA DIAGNÓSTICA,265,5,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
307,203,,PORTUGUÊS,6.0,MÉDIA DIAGNÓSTICA,253,5,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
300,179,,MATEMÁTICA,3.0,1º SEMESTRE,237,2,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
162,286,,INGLÊS,7.5,2º SEMESTRE,280,3,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
171,203,,INGLÊS,6.0,DIAGNOSTICA 1,248,1,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
271,274,,INGLÊS,0.0,DIAGNOSTICA 2,281,4,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
150,255,,INGLÊS,5.0,DIAGNOSTICA 2,257,4,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
215,160,,MATEMÁTICA,3.5,MÉDIA ANUAL,234,6,12.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-16 14:17:00,167.0,False
180,199,,PORTUGUÊS,7.0,DIAGNOSTICA 1,254,1,18.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
329,190,,PORTUGUÊS,0.0,DIAGNOSTICA 2,245,4,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
145,202,,PORTUGUÊS,4.5,DIAGNOSTICA 2,257,4,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
167,274,,INGLÊS,3.5,MÉDIA ANUAL,282,6,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
341,276,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,283,5,14.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
149,249,,INGLÊS,5.5,MÉDIA DIAGNÓSTICA,253,5,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
346,186,,MATEMÁTICA,7.0,MÉDIA DIAGNÓSTICA,247,5,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
185,169,,MATEMÁTICA,5.0,MÉDIA DIAGNÓSTICA,241,5,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
159,243,,PORTUGUÊS,3.0,MÉDIA DIAGNÓSTICA,253,5,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
222,185,,PORTUGUÊS,5.5,MÉDIA DIAGNÓSTICA,247,5,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
147,297,,INGLÊS,6.0,DIAGNOSTICA 2,281,4,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
346,186,,PORTUGUÊS,8.0,2º SEMESTRE,244,3,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
107,202,,MATEMÁTICA,0.0,MÉDIA DIAGNÓSTICA,259,5,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-14 00:00:00,292.0,False
148,211,,INGLÊS,0.0,2º SEMESTRE,268,3,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
281,174,,MATEMÁTICA,5.5,MÉDIA ANUAL,240,6,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
136,255,,INGLÊS,7.5,DIAGNOSTICA 2,257,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
143,234,,INGLÊS,4.5,MÉDIA DIAGNÓSTICA,283,5,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
177,409,Falta de retorno as nossas tentativas de contato,MATEMÁTICA,0.0,DIAGNOSTICA 1,254,1,16.0,B,F,2022-01-01 00:00:00,2022-07-29 00:00:00,2022-05-06 00:00:00,84.0,True
362,169,,PORTUGUÊS,5.0,2º SEMESTRE,238,3,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-05-20 00:00:00,225.0,False
295,178,,PORTUGUÊS,3.5,MÉDIA ANUAL,240,6,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
91,200,,MATEMÁTICA,8.5,2º SEMESTRE,256,3,18.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
133,234,,INGLÊS,4.5,MÉDIA DIAGNÓSTICA,283,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
162,286,,INGLÊS,5.0,MÉDIA ANUAL,282,6,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
299,170,Mudou de bairro/cidade/distância,MATEMÁTICA,0.0,DIAGNOSTICA 1,236,1,13.0,B,M,2022-01-01 00:00:00,2022-05-31 00:00:00,2022-02-03 00:00:00,117.0,True
303,295,,INGLÊS,8.0,DIAGNOSTICA 1,278,1,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-26 00:00:00,308.0,False
28,210,,INGLÊS,6.5,MÉDIA ANUAL,270,6,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
356,193,,INGLÊS,3.5,MÉDIA DIAGNÓSTICA,247,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
270,256,,PORTUGUÊS,2.0,DIAGNOSTICA 1,242,1,16.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 14:04:00,160.0,False
219,185,,INGLÊS,5.5,1º SEMESTRE,243,2,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
195,183,,MATEMÁTICA,7.0,2º SEMESTRE,238,3,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
139,201,,MATEMÁTICA,4.5,MÉDIA ANUAL,258,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
173,202,Mudou de bairro/cidade/distância,PORTUGUÊS,4.5,DIAGNOSTICA 1,254,1,17.0,B,F,2022-01-01 00:00:00,2022-06-13 00:00:00,2022-01-20 00:00:00,144.0,True
